#
#   VizieR Astronomical Server webviz.u-strasbg.fr
#    Date: 2017-10-23T21:20:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VOTx36584	
#INFO	-out.max=unlimited	
#INFO	queryParameters=6	
#-oc.form=D.
#-source=USNO-B1
#-c.ra=314.975125
#-c.dec=7.280722
#-c.bm=22.0000000/22.0000000
#-out.max=unlimited
#
#INFO	-c=314.975125+07.280722,bm=22.000000/22.	
#

#RESOURCE=yCat_1284
#Name: I/284
#Title: The USNO-B1.0 Catalog (Monet+ 2003)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_284_out:
#Name: I/284/out
#Title: The Whole-Sky USNO-B1.0 Catalog of 1,045,913,669 sources
#Column	USNO-B1.0	(a12)	Designation of the object (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(I3)	Mean error on RAdeg*cos(DEdeg) at Epoch	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(I3)	Mean error on DEdeg at Epoch	[ucd=stat.error;pos.eq.dec]
#Column	Epoch	(F6.1)	Mean epoch of observation (2)	[ucd=time.epoch;obs]
#Column	pmRA	(I6)	Proper motion in RA (relative to YS4.0)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I6)	Proper motion in DE (relative to YS4.0)	[ucd=pos.pm;pos.eq.dec]
#Column	Ndet	(I1)	[0,5] Number of detections (7)	[ucd=meta.number]
#Column	B1mag	(F5.2)	? First blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R1mag	(F5.2)	? First red magnitude	[ucd=phot.mag;em.opt.R]
#Column	B2mag	(F5.2)	? Second blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R2mag	(F5.2)	? Second red magnitude	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F5.2)	? Infrared (N) magnitude	[ucd=phot.mag;em.opt.I]
USNO-B1.0	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Epoch	pmRA	pmDE	Ndet	B1mag	R1mag	B2mag	R2mag	Imag
0974-0701097	314.806428	+07.459862	157	 89	1976.2	     2	   -12	5	19.24	18.08	18.57	17.69	17.63
0974-0701100	314.806562	+07.415067	 69	436	1981.8	     0	     0	4	     	18.97	20.02	17.75	17.21
0974-0701102	314.807081	+07.461878	768	999	1989.0	     0	     0	2	     	     	21.01	20.24	
0974-0701104	314.808506	+07.433284	 71	 65	1976.2	     6	    -8	5	15.30	13.51	14.54	13.80	13.90
0974-0701105	314.808670	+07.462923	999	999	1991.2	   488	   204	3	     	     	20.80	20.88	18.99
0974-0701107	314.809006	+07.462703	117	 47	1981.8	     0	     0	4	     	19.58	20.98	19.44	18.82
0974-0701108	314.809059	+07.401367	 74	 89	1976.2	     8	     6	5	17.68	15.96	16.55	15.75	15.74
0974-0701109	314.809195	+07.406612	 78	 86	1976.2	    -8	    -8	5	20.34	19.08	19.41	18.93	18.90
0974-0701110	314.809475	+07.414587	 84	148	1976.2	    10	    -4	5	20.57	19.94	20.29	19.54	19.31
0974-0701111	314.809509	+07.442928	160	 84	1981.8	     0	     0	4	     	19.28	21.05	19.17	18.67
0974-0701115	314.811403	+07.421173	158	119	1976.2	    14	     0	5	16.10	14.25	15.23	14.08	14.23
0974-0701116	314.811509	+07.448223	203	 94	1971.4	     8	    14	4	19.81	17.18	19.02	16.97	
0974-0701118	314.814356	+07.422770	137	 65	1976.2	    -2	    -8	5	16.69	14.46	15.71	14.61	14.71
0974-0701121	314.815392	+07.419648	169	 82	1981.8	     0	     0	4	20.63	     	20.22	19.76	19.00
0974-0701123	314.815837	+07.401109	366	469	1979.3	    94	   162	3	20.72	     	21.10	20.07	
0974-0701125	314.816481	+07.419598	345	127	1979.7	    64	   -10	3	     	19.45	     	19.88	19.23
0974-0701127	314.817450	+07.409056	352	999	1972.2	     0	     0	2	     	19.98	     	20.05	
0974-0701130	314.819359	+07.449817	153	249	1989.0	     0	     0	2	     	     	21.76	20.96	
0974-0701131	314.820425	+07.415439	480	999	1994.0	     0	     0	2	     	     	21.06	     	19.20
0974-0701132	314.820595	+07.454364	103	250	1981.8	    16	    -2	4	     	19.71	21.06	19.61	19.10
0974-0701133	314.820642	+07.420984	 29	 42	1976.2	     0	     0	5	18.02	16.54	17.20	16.23	16.12
0974-0701134	314.820775	+07.425514	 50	 50	1976.2	     0	     0	5	16.86	14.32	15.86	14.54	14.43
0974-0701135	314.821223	+07.433017	 85	 37	1976.2	     0	     0	5	18.76	17.60	17.75	17.33	17.34
0974-0701136	314.822148	+07.419275	 57	128	1982.6	     0	     0	4	     	19.97	21.09	20.26	19.31
0974-0701137	314.822520	+07.458023	109	 64	1982.6	     0	     0	4	     	19.62	20.96	20.29	19.31
0974-0701138	314.822550	+07.408820	807	524	1981.8	  -246	   116	4	     	19.98	21.61	20.07	18.63
0974-0701141	314.823220	+07.435187	 94	143	1976.2	   -14	    -2	5	20.71	19.40	20.03	19.20	18.87
0974-0701142	314.823425	+07.455828	387	165	1981.8	     0	     0	4	     	19.81	20.75	19.68	19.01
0974-0701143	314.823973	+07.416181	 62	 45	1976.2	     0	     0	5	19.91	18.77	19.03	18.33	18.32
0974-0701144	314.824342	+07.425870	266	168	1976.2	     0	     0	5	20.59	19.09	19.21	18.41	18.38
0974-0701147	314.825698	+07.438817	 70	 45	1976.2	     0	     0	5	19.68	18.36	18.65	18.06	18.02
0974-0701151	314.826895	+07.463562	250	999	1978.9	    30	  -468	3	     	20.03	     	20.96	19.39
0974-0701152	314.827959	+07.426528	102	123	1976.2	    -2	   -12	5	20.59	19.81	20.80	19.79	19.24
0974-0701155	314.830648	+07.407503	999	999	1994.4	     0	     0	2	     	     	21.04	     	19.26
0974-0701156	314.832248	+07.412553	114	 80	1976.2	     0	     0	5	18.81	17.40	17.73	16.89	17.01
0974-0701157	314.832692	+07.453362	302	600	1982.3	   114	  -220	4	     	18.77	21.24	19.91	19.22
0974-0701158	314.834053	+07.418339	114	114	1976.2	    22	    -4	5	19.59	17.28	18.10	16.81	16.62
0974-0701159	314.834198	+07.438834	195	 41	1990.9	     0	     0	3	     	     	21.46	20.24	19.12
0974-0701161	314.836984	+07.407539	271	132	1982.6	    -4	    14	4	     	19.90	20.67	20.32	19.33
0974-0701162	314.837823	+07.458473	130	211	1981.8	     0	     0	4	     	19.38	21.18	19.56	18.38
0974-0701164	314.839387	+07.452156	102	 42	1976.2	     2	    -4	5	18.94	16.50	17.73	16.29	16.05
0974-0701166	314.839889	+07.439106	103	 36	1976.2	    40	    -6	5	20.06	17.04	18.47	16.87	15.43
0974-0701169	314.840187	+07.437273	297	746	1981.6	     0	     0	4	20.64	     	21.29	20.36	19.03
0974-0701174	314.841595	+07.404525	337	 77	1981.6	     0	     0	4	     	19.90	21.35	20.29	19.24
0974-0701175	314.842167	+07.435789	196	 78	1976.2	     0	     0	5	20.40	19.93	20.12	19.63	19.25
0974-0701177	314.842792	+07.428159	391	389	1991.1	     0	     0	2	     	     	     	20.78	19.22
0974-0701179	314.843881	+07.423262	 95	 77	1976.2	     0	     0	5	20.27	19.73	19.86	19.72	19.18
0974-0701180	314.844598	+07.441659	297	142	1982.6	     0	     0	4	     	20.04	21.10	20.80	19.26
0974-0701181	314.845878	+07.408537	145	103	1979.7	     0	     0	3	18.48	     	     	15.90	15.12
0974-0701182	314.846275	+07.409373	999	999	1974.6	     0	     0	2	     	19.16	     	     	16.31
0974-0701183	314.847050	+07.408295	115	119	1976.2	    16	     0	5	15.21	13.51	14.34	13.51	13.56
0974-0701184	314.847070	+07.436587	 99	 60	1976.2	     0	     0	5	17.90	16.34	16.84	16.04	16.17
0974-0701185	314.848231	+07.456795	188	 70	1972.1	     0	     0	2	20.70	     	21.47	     	
0974-0701186	314.848431	+07.412467	 14	 25	1993.0	     0	     0	2	     	     	     	20.08	19.44
0974-0701187	314.848934	+07.419517	101	159	1976.2	    26	    12	5	17.53	15.27	16.29	15.12	14.97
0974-0701188	314.849031	+07.437975	413	103	1978.9	   -50	   -62	3	20.67	     	     	19.33	19.29
0974-0701189	314.849545	+07.438325	115	485	1965.9	    18	     4	3	20.68	20.01	21.11	     	
0974-0701190	314.849989	+07.404417	999	999	1978.9	   102	  -310	3	     	19.82	     	20.41	19.18
0974-0701192	314.850428	+07.439389	105	 72	1976.2	     0	     0	5	18.74	18.00	17.77	17.32	17.53
0974-0701193	314.851100	+07.430581	845	781	1982.6	  -122	  -262	4	20.70	     	21.06	20.29	19.35
0974-0701194	314.851256	+07.426517	 82	 50	1976.2	     0	     0	5	19.13	17.66	17.98	17.13	17.20
0974-0701195	314.851484	+07.416978	183	100	1994.4	     0	     0	2	     	     	21.06	     	19.14
0974-0701196	314.851573	+07.417909	381	250	1972.1	     0	     0	2	     	19.98	21.76	     	
0974-0701197	314.852467	+07.452262	644	114	1994.0	     0	     0	2	     	     	21.10	     	19.24
0974-0701198	314.853903	+07.425003	126	 15	1976.2	     0	     0	5	19.23	18.48	18.49	17.85	18.15
0974-0701199	314.857587	+07.447320	312	 50	1991.5	     0	     0	2	     	     	     	20.16	19.22
0974-0701201	314.859064	+07.462487	129	 47	1976.2	     0	     0	5	17.47	15.53	16.54	15.38	15.40
0974-0701202	314.860473	+07.414464	999	999	1974.6	     0	     0	2	     	19.84	     	     	19.25
0974-0701203	314.860889	+07.414325	132	347	1978.7	     0	     0	3	     	20.02	     	20.30	19.13
0974-0701207	314.863439	+07.451773	157	 60	1976.2	    -2	    -6	5	17.71	16.52	16.90	16.03	16.43
0974-0701208	314.863653	+07.415773	126	222	1976.8	     0	     0	5	19.06	17.15	18.13	17.33	17.20
0974-0701209	314.864106	+07.417009	 64	148	1976.2	     0	     0	5	19.24	16.59	17.94	16.33	16.27
0974-0701210	314.865350	+07.440531	 98	 74	1976.2	     0	     0	5	20.04	18.52	19.39	17.92	17.36
0974-0701211	314.865584	+07.424692	 74	 62	1976.2	     0	     0	5	19.58	17.48	18.60	16.97	16.60
0974-0701215	314.866717	+07.458653	 65	 85	1976.0	     0	     0	5	20.43	18.18	19.13	17.53	17.50
0974-0701216	314.866878	+07.415162	 35	 95	1976.2	     0	     0	5	18.09	16.80	17.14	16.59	16.67
0974-0701217	314.867292	+07.410389	471	685	1970.7	     0	     0	2	     	19.91	     	20.96	
0974-0701218	314.867828	+07.404214	 73	434	1976.0	   -10	    -8	5	20.53	19.97	20.21	19.49	18.96
0974-0701219	314.868039	+07.425281	660	999	1982.4	   -54	   334	4	20.34	     	20.99	20.25	19.18
0974-0701221	314.868250	+07.447223	 97	 76	1976.2	     0	     0	5	18.43	16.75	17.37	16.34	16.36
0974-0701222	314.868375	+07.462528	148	999	1978.3	   146	   284	3	     	18.57	21.06	20.94	
0974-0701223	314.869484	+07.407931	 44	315	1991.5	     0	     0	2	     	     	     	20.67	19.35
0974-0701227	314.872339	+07.431100	 74	 29	1976.2	     0	     0	5	14.79	12.85	14.02	12.91	13.06
0974-0701228	314.873712	+07.445528	133	139	1981.8	     0	     0	4	     	19.63	21.17	19.43	18.96
0974-0701231	314.873950	+07.459117	136	222	1976.2	     0	     0	5	19.42	17.40	17.53	16.91	17.45
0974-0701232	314.873973	+07.460431	109	260	1976.2	   -10	    -8	5	18.79	17.51	17.52	16.89	17.30
0974-0701233	314.874070	+07.439759	158	 64	1990.6	     0	     0	2	     	     	20.83	20.41	
0974-0701234	314.874070	+07.460187	114	184	1992.0	     0	     0	2	     	     	17.61	16.00	
0974-0701236	314.874842	+07.435623	393	418	1979.3	   194	   238	3	     	17.49	21.10	20.10	
0974-0701237	314.875406	+07.406945	999	999	1989.0	     0	     0	2	     	     	21.38	20.96	
0974-0701238	314.875667	+07.456753	 87	 66	1976.2	     4	    -8	5	20.11	18.79	19.45	18.25	18.20
0974-0701240	314.876634	+07.431623	150	143	1976.0	    -4	   -14	5	20.53	19.73	20.32	19.35	19.09
0974-0701242	314.877695	+07.452125	162	149	1981.8	     0	     0	4	     	19.34	20.87	19.05	18.63
0974-0701244	314.878334	+07.406475	 59	380	1970.7	     0	     0	2	     	19.99	     	20.82	
0974-0701245	314.879850	+07.445487	116	 69	1976.2	     0	     0	5	20.22	19.27	19.67	18.60	18.50
0974-0701246	314.880784	+07.407884	 95	146	1976.2	   -18	    -8	5	17.85	16.38	16.87	15.99	16.01
0974-0701248	314.882231	+07.451581	113	 39	1976.2	     0	     0	5	16.25	14.68	15.48	14.52	14.47
0974-0701250	314.882853	+07.408553	128	161	1976.8	     0	     0	5	20.60	18.97	20.00	18.83	17.85
0974-0701252	314.883862	+07.407906	644	100	1990.6	     0	     0	2	     	     	20.39	19.97	
0974-0701253	314.883937	+07.448612	 19	185	1970.7	     0	     0	2	20.57	     	     	20.45	
0974-0701255	314.884128	+07.448559	205	156	1976.6	     0	     0	5	20.51	20.04	20.65	19.67	19.10
0974-0701257	314.884242	+07.402789	 74	 38	1976.2	     0	     0	5	18.72	16.48	17.65	16.13	16.05
0974-0701258	314.884648	+07.455317	523	  6	1977.3	  -210	  -138	3	     	19.95	20.88	19.88	
0974-0701259	314.885267	+07.428987	115	813	1977.3	  -252	  -644	3	20.70	     	21.44	20.70	
0974-0701260	314.885373	+07.415548	999	999	1972.1	     0	     0	2	     	19.79	20.97	     	
0974-0701261	314.885870	+07.433153	162	353	1982.4	    76	   -34	4	20.66	     	21.03	20.47	19.17
0974-0701262	314.886134	+07.411114	999	999	1981.6	  -458	   262	4	     	17.88	21.20	20.20	19.07
0974-0701263	314.887089	+07.459412	 29	 83	1976.2	     0	     0	5	18.95	17.63	17.91	17.25	17.41
0974-0701265	314.887637	+07.403264	999	999	1974.6	     0	     0	2	     	19.57	     	     	18.87
0974-0701266	314.887698	+07.402078	205	480	1981.6	   -30	    16	4	     	19.26	20.06	19.05	18.83
0974-0701267	314.888175	+07.401464	 68	139	1976.2	     0	     0	5	19.83	18.48	18.36	17.46	17.86
0974-0701269	314.888325	+07.434434	114	315	1991.1	     0	     0	2	     	     	     	20.96	18.99
0974-0701270	314.888381	+07.435412	 86	113	1976.2	     0	     0	5	20.72	19.85	20.81	19.79	19.11
0974-0701273	314.891109	+07.445200	177	405	1978.3	     0	     0	3	20.60	     	21.28	20.07	
0974-0701274	314.891517	+07.423859	999	614	1972.2	     0	     0	2	20.72	     	     	18.28	
0974-0701275	314.891625	+07.412395	114	144	1982.6	     0	     0	4	     	19.72	20.98	19.56	18.57
0974-0701276	314.891775	+07.407989	176	139	1976.2	     0	     0	5	19.58	17.72	17.71	17.38	17.18
0974-0701277	314.891787	+07.423931	327	148	1976.2	     0	     0	5	20.53	18.97	20.38	18.23	17.72
0974-0701278	314.892039	+07.407645	 60	 99	1976.2	   -28	    20	5	20.66	18.74	18.89	17.45	16.95
0974-0701283	314.893587	+07.440687	999	400	1972.2	     0	     0	2	20.72	     	     	19.97	
0974-0701285	314.894573	+07.405217	203	351	1981.8	     0	     0	4	     	19.70	21.78	20.34	18.76
0974-0701287	314.895362	+07.414167	523	 15	1979.3	  -438	    -6	3	     	19.91	20.94	20.06	
0974-0701288	314.895442	+07.434306	 69	102	1976.2	     0	     0	5	18.63	17.51	17.72	17.04	17.35
0974-0701289	314.895798	+07.410245	158	122	1976.2	     0	     0	5	20.47	19.86	20.91	19.76	19.41
0974-0701291	314.897295	+07.409103	119	 75	1981.8	     0	     0	4	     	19.62	21.36	19.91	18.90
0974-0701295	314.899089	+07.441117	999	999	1973.6	     0	     0	2	     	19.22	21.05	     	
0974-0701296	314.899145	+07.432120	342	  4	1989.0	     0	     0	2	     	     	21.83	20.91	
0974-0701297	314.899237	+07.409062	 40	 74	1976.2	     0	     0	5	18.39	16.95	17.43	16.51	16.64
0974-0701298	314.899256	+07.414406	 90	102	1976.2	    -8	     0	5	17.50	15.25	16.19	15.01	15.11
0974-0701304	314.901845	+07.444706	 58	 19	1976.2	    -8	    -6	5	18.72	16.96	17.90	16.92	17.04
0974-0701305	314.902123	+07.429514	208	164	1976.2	     0	     0	5	20.50	19.90	20.20	19.40	19.45
0974-0701308	314.903459	+07.462187	 87	 23	1976.2	     0	     0	5	17.66	16.32	16.73	15.99	16.27
0974-0701310	314.905031	+07.454450	219	156	1976.2	   -22	   -16	5	20.73	18.58	20.35	18.13	17.94
0974-0701315	314.906264	+07.461131	 62	266	1976.2	     0	     0	5	20.11	19.39	20.08	18.93	18.84
0974-0701316	314.907112	+07.404581	175	 40	1976.2	    14	    -4	5	16.43	14.65	15.71	14.43	14.58
0974-0701318	314.907870	+07.432678	 75	275	1976.2	    12	    -6	5	20.70	19.14	20.69	19.14	18.23
0974-0701320	314.908028	+07.463317	198	 62	1976.2	     4	     4	5	18.28	16.99	17.30	16.59	16.70
0974-0701321	314.908173	+07.404556	 19	264	1993.0	     0	     0	2	     	     	     	19.30	18.50
0974-0701324	314.909362	+07.440400	162	 48	1976.2	   -12	   -12	5	14.90	13.49	14.14	13.51	13.81
0974-0701325	314.909820	+07.418075	 64	 59	1976.2	     0	     0	5	18.45	16.88	17.57	16.66	16.87
0974-0701329	314.911517	+07.415281	112	160	1976.2	     0	     0	5	20.72	19.79	20.63	19.66	19.16
0974-0701330	314.911714	+07.430620	 55	 43	1976.2	     0	     0	5	18.97	18.24	18.23	17.62	17.95
0974-0701334	314.913389	+07.459606	 86	 30	1976.2	     0	     0	5	17.28	15.59	16.17	15.25	15.19
0974-0701335	314.913528	+07.417562	999	161	1977.3	  -726	    62	3	20.40	     	21.27	20.37	
0974-0701336	314.914398	+07.413339	 64	224	1989.0	     0	     0	2	     	     	21.05	20.49	
0974-0701337	314.915200	+07.404709	158	144	1974.2	     0	     0	2	     	19.76	     	     	19.16
0974-0701338	314.915895	+07.449314	143	 75	1991.5	     0	     0	2	     	     	     	20.57	19.42
0974-0701339	314.916895	+07.416842	999	 97	1979.3	  -450	     8	3	20.71	     	21.08	20.10	
0974-0701343	314.919253	+07.449559	 49	255	1972.1	     0	     0	2	20.72	     	20.69	     	
0974-0701344	314.919339	+07.449381	181	183	1982.6	     0	     0	4	     	19.71	20.63	19.89	18.76
0974-0701345	314.919787	+07.458187	 85	116	1981.8	     0	     0	4	     	19.64	21.01	19.25	18.33
0974-0701347	314.920534	+07.444839	 52	 27	1976.2	   -14	   -24	5	20.18	17.57	19.16	17.05	16.69
0974-0701348	314.920828	+07.408503	164	134	1982.6	     0	     0	4	     	20.04	21.10	20.30	18.66
0974-0701349	314.921325	+07.403742	322	227	1976.2	    -4	   -24	5	20.64	19.35	20.85	18.93	18.45
0974-0701350	314.921881	+07.459981	 44	 68	1976.2	     0	     0	5	19.62	17.85	18.36	17.17	17.47
0974-0701351	314.922170	+07.422170	 79	149	1976.2	     0	     0	5	20.17	20.04	20.09	19.86	19.12
0974-0701352	314.923056	+07.412320	 14	 49	1978.3	    32	     6	3	     	19.77	20.53	20.13	
0974-0701353	314.923259	+07.414275	148	 20	1991.1	     0	     0	2	     	     	     	20.66	19.24
0974-0701356	314.926659	+07.435534	123	 71	1976.0	     0	     0	5	20.39	19.99	20.24	19.56	19.24
0974-0701357	314.927139	+07.400292	 96	 64	1976.2	     0	     0	5	17.68	15.95	16.79	15.87	15.96
0974-0701358	314.927228	+07.411842	267	 55	1992.0	     0	     0	2	     	     	20.98	19.99	
0974-0701361	314.928589	+07.422342	211	149	1981.8	     0	     0	4	     	19.95	21.66	20.47	19.06
0974-0701364	314.931084	+07.416003	242	110	1979.7	   -60	   -14	3	     	20.00	     	20.04	19.18
0974-0701366	314.932345	+07.451481	114	152	1981.8	    18	    -2	4	     	19.94	21.06	19.79	18.19
0974-0701367	314.933303	+07.414414	118	 57	1981.8	     0	     0	4	     	19.29	20.92	19.44	18.76
0974-0701368	314.933864	+07.443637	 92	 22	1993.2	   186	  -224	3	     	     	20.92	20.07	19.23
0974-0701369	314.933948	+07.443423	418	241	1991.2	   244	  -226	3	     	     	21.00	20.22	19.09
0974-0701370	314.934348	+07.400187	261	154	1982.6	     0	     0	4	     	19.46	21.09	20.11	18.65
0974-0701375	314.936075	+07.454231	  0	  0	2000.0	    16	     4	0	12.52	11.64	12.24	11.61	11.35
0974-0701376	314.936206	+07.401712	 34	123	1976.2	     0	     0	5	19.11	18.15	18.17	17.59	17.17
0974-0701382	314.937414	+07.413162	 80	 82	1976.2	     0	     0	5	20.37	19.18	19.77	18.99	18.61
0974-0701384	314.937909	+07.401592	110	234	1977.4	     0	     0	5	20.49	19.57	20.20	19.49	18.28
0974-0701386	314.938692	+07.459812	 59	 17	1976.2	   -10	    -6	5	15.43	13.96	14.62	13.93	14.15
0974-0701387	314.938742	+07.423534	193	169	1978.9	   -24	    22	3	     	19.95	     	20.85	19.14
0974-0701389	314.939248	+07.434134	922	725	1994.4	     0	     0	2	     	     	20.52	     	19.39
0974-0701390	314.939462	+07.459139	999	999	1974.2	     0	     0	2	20.72	     	     	     	19.01
0974-0701391	314.939467	+07.439387	823	999	1989.0	     0	     0	2	     	     	18.47	20.78	
0974-0701397	314.943659	+07.415450	105	 63	1990.9	     0	     0	3	     	     	21.37	20.07	19.23
0974-0701398	314.944473	+07.430400	 49	 66	1976.2	    -4	   -20	5	17.49	15.30	16.53	15.01	15.05
0974-0701399	314.945175	+07.460392	999	234	1974.6	     0	     0	2	     	20.00	     	     	18.55
0974-0701400	314.945189	+07.411423	 95	 51	1976.2	     0	     0	5	18.42	17.33	17.52	16.98	17.19
0974-0701401	314.946159	+07.460625	266	161	1981.8	     2	    22	4	     	18.81	19.89	18.21	18.63
0974-0701402	314.946787	+07.408912	188	 55	1991.5	     0	     0	2	     	     	     	20.43	19.11
0974-0701404	314.947212	+07.451223	169	 59	1976.2	    -8	     8	5	19.74	18.58	18.70	17.60	17.94
0974-0701405	314.947264	+07.402020	134	110	1981.6	     0	     0	4	     	19.66	20.90	19.90	18.76
0974-0701408	314.947798	+07.405764	 30	177	1978.9	     0	   -26	3	     	20.02	     	20.53	18.93
0974-0701410	314.948120	+07.431895	 51	 87	1976.2	   -18	   -14	5	18.99	18.40	18.18	17.85	18.10
0974-0701412	314.950167	+07.402437	199	117	1992.9	     0	     0	3	     	     	21.03	20.05	19.24
0974-0701413	314.950392	+07.444742	133	133	1981.6	     0	     0	4	     	20.00	21.59	20.42	18.92
0974-0701414	314.951945	+07.421325	704	185	1990.6	     0	     0	2	     	     	20.26	18.66	
0974-0701415	314.951959	+07.410592	 58	102	1976.2	     0	     0	5	20.21	19.46	19.81	19.00	18.67
0974-0701416	314.951995	+07.458023	  0	140	1989.0	     0	     0	2	     	     	20.16	20.36	
0974-0701417	314.952575	+07.450934	179	 71	1976.2	     0	    -6	5	20.14	19.39	19.59	19.14	19.11
0974-0701418	314.953225	+07.421020	 95	190	1976.2	   -10	    -6	5	16.59	15.81	15.79	15.44	15.86
0974-0701419	314.953475	+07.438603	 81	 80	1976.2	     0	     0	5	20.30	18.92	19.19	18.79	18.23
0974-0701424	314.955178	+07.422125	125	 96	1982.6	    22	    -4	4	     	19.73	20.53	19.60	18.25
0974-0701427	314.956373	+07.431667	 42	 69	1981.6	    -2	   -18	4	     	19.62	21.55	19.79	18.79
0974-0701428	314.957025	+07.436992	 52	 64	1976.2	     2	     6	5	15.80	14.30	14.98	14.23	14.30
0974-0701430	314.957442	+07.451084	 74	239	1976.2	   -10	    -8	5	20.09	19.12	19.51	18.56	18.60
0974-0701432	314.957595	+07.454362	 45	111	1976.2	     0	     0	5	20.68	19.89	20.97	19.60	18.97
0974-0701434	314.958448	+07.417395	 74	459	1991.1	     0	     0	2	     	     	     	20.94	19.03
0974-0701435	314.958812	+07.406478	100	 67	1981.8	     0	     0	4	     	19.28	19.90	18.51	18.32
0974-0701436	314.959034	+07.425012	 92	126	1976.2	     0	     0	5	18.93	18.51	18.51	17.79	17.95
0974-0701438	314.960156	+07.460431	 75	112	1981.8	     0	     0	4	     	19.31	20.19	19.18	18.71
0974-0701441	314.961806	+07.454667	347	140	1990.6	     0	     0	2	     	     	20.96	20.66	
0974-0701442	314.962475	+07.433348	999	999	1973.6	     0	     0	2	     	19.47	18.33	     	
0974-0701443	314.962592	+07.432881	173	215	1977.3	   -18	   -18	3	20.32	     	18.38	17.01	
0974-0701444	314.962887	+07.432706	657	999	1967.6	     0	     0	3	20.44	17.62	     	     	17.08
0974-0701445	314.963920	+07.414328	 70	116	1976.2	     0	     0	5	19.41	18.64	18.88	17.89	18.05
0974-0701446	314.964537	+07.461253	160	140	1981.8	     0	     0	4	     	19.07	20.24	18.51	18.79
0974-0701447	314.965270	+07.449250	 94	285	1976.2	    -8	    -8	5	20.35	19.59	19.93	19.71	19.22
0974-0701451	314.967064	+07.446248	104	 13	1976.2	     0	     0	5	19.71	18.90	18.47	18.62	18.40
0974-0701452	314.967239	+07.418237	999	999	1992.9	     0	     0	2	     	     	20.93	     	19.36
0974-0701453	314.967431	+07.421173	 23	 87	1976.2	     0	     0	5	18.22	16.71	17.15	16.41	16.62
0974-0701454	314.967442	+07.414095	 92	114	1976.2	     0	     0	5	20.22	19.17	19.78	19.15	18.73
0974-0701455	314.967867	+07.417642	 87	142	1981.8	     0	     0	4	     	19.70	20.99	19.39	18.86
0974-0701456	314.968409	+07.404659	 49	130	1976.2	     6	    10	5	20.41	18.04	19.65	17.71	16.88
0974-0701458	314.970345	+07.427495	 74	 75	1976.2	     0	     0	5	20.21	19.09	19.43	18.51	18.21
0974-0701459	314.970548	+07.455662	 69	130	1976.2	    -2	    12	5	19.97	17.10	17.89	16.07	16.40
0974-0701461	314.971128	+07.405939	196	338	1981.8	   -82	   -26	4	     	19.92	20.72	18.81	19.00
0974-0701462	314.971137	+07.434739	 74	 45	1976.2	     0	     0	5	17.01	15.83	16.22	15.36	15.47
0974-0701463	314.971709	+07.405950	297	235	1970.7	     0	     0	2	     	19.77	     	19.93	
0974-0701464	314.972075	+07.405989	347	130	1972.2	     0	     0	2	     	19.71	     	19.78	
0974-0701468	314.973739	+07.433823	102	 87	1976.2	     8	    14	5	20.58	18.91	20.30	18.06	17.52
0974-0701469	314.974420	+07.463381	149	164	1976.2	     0	     0	5	20.21	19.30	19.19	19.17	19.19
0974-0701471	314.975195	+07.418112	200	 70	1981.8	    -2	    14	4	     	19.00	21.00	18.85	17.47
0974-0701475	314.976542	+07.439931	 80	103	1976.2	     0	     0	5	18.52	17.28	17.58	16.66	16.87
0974-0701476	314.977850	+07.438014	105	 54	1976.2	   -10	    -4	5	19.94	18.48	18.82	17.81	18.23
0974-0701477	314.978025	+07.424864	123	129	1992.0	     0	     0	2	     	     	20.87	19.84	
0974-0701478	314.978278	+07.456964	 49	 74	1992.0	     0	     0	2	     	     	21.04	20.08	
0974-0701482	314.978784	+07.438392	999	999	1973.6	     0	     0	2	19.13	     	19.11	     	
0974-0701483	314.979412	+07.433459	 81	189	1976.2	     0	     0	5	20.31	18.96	20.13	19.53	19.18
0974-0701485	314.979578	+07.420970	165	306	1981.8	     0	     0	4	     	19.90	20.99	20.55	19.19
0974-0701486	314.979856	+07.405220	 93	705	1981.8	    -6	   202	4	16.33	     	21.48	20.77	19.43
0974-0701488	314.980262	+07.454862	388	 68	1976.2	     8	   -18	5	20.54	19.57	21.18	18.97	17.48
0974-0701489	314.981023	+07.459748	 54	103	1976.2	     0	     0	5	19.97	19.03	19.36	18.56	18.38
0974-0701491	314.981237	+07.413937	 70	 59	1976.2	     0	     0	5	19.55	18.28	18.32	17.56	17.18
